ITL1 Region,LA code,LA name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Wales,W06000010,Carmarthenshire,172039,172329,172874,173652,174628,176133,177487,178229,179504,181314,182517,182846,183004,183961,184206,184252,184349,184404,184985,184984,185444,186125,187391,188172,189117
Wales,W06000016,Rhondda Cynon Taf,234474,233904,232370,231910,231795,232361,233971,234070,234493,234471,234724,234743,234459,234373,235271,235145,235284,235233,235567,236357,236685,237574,238039,237545,239018
Wales,W06000024,Merthyr Tydfil,57148,56516,56218,56207,55996,55955,56020,56259,56627,57173,57688,58156,58493,58851,58869,58791,58859,58922,59247,59337,59349,59255,59194,58869,58883
Wales,W06000018,Caerphilly,167921,168566,169045,169546,170776,171363,172361,172777,173741,174987,176259,177159,178101,178782,178563,178236,178513,178269,178013,177610,177277,176735,176805,175999,176130
Wales,W06000019,Blaenau Gwent,71292,71028,70537,70000,69452,69228,69242,69188,69610,69685,69820,69850,69798,69812,69589,69186,68737,68395,68135,67829,67566,67382,67219,66989,67014
Wales,W06000020,Torfaen,91355,91129,91214,90912,90700,90719,90516,90644,90820,90974,91094,91199,91060,91190,91199,90842,90866,90844,90730,90638,91130,91685,92337,92454,92860
Wales,W06000012,Neath Port Talbot,136085,135356,134834,134380,134931,136233,137144,137670,138323,138957,139481,139537,139638,139880,139694,139093,139439,139704,141000,141022,141342,141385,142308,141934,142158
Wales,W06000013,Bridgend,128652,128585,128224,128735,129741,131032,131947,132893,134164,135949,137175,137783,138471,139410,139985,140579,141333,142177,142887,143355,143583,144500,145434,145738,146136
Wales,W06000011,Swansea,225702,225080,224475,223463,224755,226350,228176,229347,230793,232460,234139,235601,237311,238691,239197,239237,239228,239354,239300,239266,239184,238707,238992,237897,241282
Wales,W06000021,Monmouthshire,83921,83980,84458,84984,85417,86605,87829,88611,89090,89592,90109,90557,91016,91508,91623,91822,91864,91867,92024,91791,91834,91730,92456,93163,93886
Wales,W06000022,Newport,137328,136615,136932,137642,138727,139121,139316,139617,140557,141376,142744,143753,144803,145785,146760,147586,148150,148948,150926,153234,155222,156773,158438,159687,161506
Wales,W06000014,Vale of Glamorgan,118297,117944,119276,119277,120279,120980,122101,122877,123642,124732,125713,126162,126435,126679,126703,126458,126714,126261,127082,128377,129165,129802,131224,132491,133492
Wales,W06000015,Cardiff,308601,310320,311443,310088,312021,313246,317099,321001,323766,328196,332790,337656,341402,345442,348084,349982,350949,351600,352982,354348,355125,357137,360287,359824,372089
Wales,W06000005,Flintshire,146261,146824,147930,148629,148947,149176,149681,149890,150125,150816,151501,151985,152080,152666,152660,152906,153439,153688,154166,154587,154587,154592,155004,155045,155319
Wales,W06000006,Wrexham,126178,126907,127653,128540,128595,128914,129005,129249,130311,131263,132371,133295,134009,135070,135589,135861,135983,135565,135354,135619,136244,135899,135980,135152,135394
Wales,W06000023,Powys,125438,125632,126134,126398,127145,128295,129568,130210,131037,131982,132865,133090,132878,133071,133146,132719,132809,132945,132531,132460,131967,131556,132199,133521,133891
Scotland,S12000033,Aberdeen City,215650,214630,213340,211910,210680,209280,207820,208690,209630,212470,214020,217020,219730,222460,224910,227070,228920,230350,229840,228800,227560,228670,229060,227430,226094
Scotland,S12000034,Aberdeenshire,226220,227240,227020,226940,228830,231250,234690,237570,241180,244390,246830,249020,251430,253650,255560,257770,260530,261960,262190,261800,261470,261210,260780,262690,261146
Scotland,S12000017,Highland,208850,209200,209130,208920,209760,211640,214560,218060,220780,224000,226970,228750,230730,232730,232890,232930,233080,234110,234770,235180,235540,235830,235430,238060,236661
Scotland,S12000020,Moray,86800,86800,86720,87000,87690,88830,89380,90100,90780,91440,92840,93160,93690,93470,92930,94360,94770,95510,96070,95780,95520,95820,95710,96410,95843
Scotland,S12000021,North Ayrshire,137470,137160,136360,135820,135890,136310,136500,136690,136790,137420,137910,137830,137800,138090,137570,136940,136480,136130,135890,135790,135280,134740,134250,134220,133431
Scotland,S12000035,Argyll and Bute,91670,91640,91050,91300,91020,90930,90580,90340,90860,90790,89910,89450,88620,88930,86910,88050,87650,86890,87130,86810,86260,85870,85430,86220,85713
Scotland,S12000013,Na h-Eileanan Siar,27540,27210,26790,26450,26350,26430,26650,26930,27060,27210,27280,27420,27600,27690,27560,27400,27250,27070,26900,26950,26830,26720,26500,26640,26483
Scotland,S12000023,Orkney Islands,19590,19420,19290,19220,19330,19540,19830,20070,20340,20580,20740,20940,21220,21420,21530,21560,21580,21670,21850,22000,22190,22270,22400,22540,22408
Scotland,S12000027,Shetland Islands,22700,22510,22180,21960,22000,21950,22090,22250,22210,22350,22480,22800,23060,23240,23210,23200,23220,23200,23200,23080,22990,22920,22870,22940,22805
Scotland,S12000041,Angus,109790,109560,108850,108370,108810,108700,110170,111340,112500,113540,114490,114830,115410,116200,116220,116290,116740,116900,116520,116280,116040,116200,115820,116120,115438
Scotland,S12000042,Dundee City,149680,147970,146610,145460,144370,144080,143100,143600,143360,143700,144290,145170,146060,147200,147780,148100,148130,148210,148270,148710,148750,149320,148820,147720,146852
Scotland,S12000005,Clackmannanshire,48410,48240,48170,48070,48140,48140,48680,49160,49540,50600,51190,51290,51330,51500,51280,51280,51190,51360,51350,51450,51400,51540,51290,51540,51237
Scotland,S12000047,Fife,346540,347030,348340,349770,350740,351360,353050,355460,357260,358740,360040,361420,362610,365300,366210,366900,367250,368080,370330,371410,371910,373550,374130,374730,372528
Scotland,S12000010,East Lothian,88360,89110,89910,90180,91060,91640,92170,92730,93850,95570,97480,98340,99140,99920,100860,101390,102090,103050,104090,104840,105790,107090,107900,109580,108936
Scotland,S12000019,Midlothian,80120,80630,81110,80950,80880,80280,80230,80050,79990,80370,81550,81900,82360,83450,84240,84710,86220,87390,88610,90090,91340,92460,93150,94680,94124
Scotland,S12000036,City of Edinburgh,446240,447190,448430,449020,447500,445300,445870,449470,452040,456040,458520,463230,469930,477940,482630,487460,492610,498810,507170,513210,518500,524930,527620,526470,523376
Scotland,S12000014,Falkirk,143880,144570,144650,145270,145920,146800,148300,150130,151090,152320,153290,154210,155130,156250,156800,157160,157690,158460,159380,160130,160340,160890,160560,160700,159756
Scotland,S12000048,Perth and Kinross,134580,135200,134970,134950,135130,135960,136900,138060,139380,141140,143130,144370,145600,146850,147740,147770,148930,149930,150680,151100,151290,151950,151910,153810,152906
Scotland,S12000030,Stirling,84680,85450,86160,86200,86630,87090,86920,87510,88090,88430,88540,88690,89550,90330,91010,91230,91520,92830,93750,94000,94330,94210,94080,93470,92921
Scotland,S12000040,West Lothian,153200,154760,157050,159030,160370,161690,163540,165010,167110,169470,171390,173040,174090,175300,176010,176160,177200,178550,180130,181310,182140,183100,183820,185580,184490
Scotland,S12000039,West Dunbartonshire,94930,94420,93930,93320,93040,92470,91960,91530,91410,91370,91190,91080,90800,90610,90340,89800,89710,89590,89860,89610,89130,88930,88340,87790,87274
Scotland,S12000045,East Dunbartonshire,109040,108670,108620,108250,107350,107000,106540,106040,105590,105050,104940,104960,104920,105000,105880,105840,106710,106960,107540,108130,108330,108640,108750,108900,108260
Scotland,S12000049,Glasgow City,587050,582950,577020,578710,576450,572270,569560,569250,568460,571760,576200,581620,586500,593060,595070,596520,599640,606340,615070,621020,626410,633120,635640,635130,631398
Scotland,S12000011,East Renfrewshire,88310,88520,89040,89410,89930,89870,89790,89880,89750,89840,89870,89980,90410,90810,91040,91530,92410,92940,93810,94760,95170,95530,96060,96580,96012
Scotland,S12000038,Renfrewshire,175320,174390,173680,172850,172300,171560,171470,171430,171270,171870,172640,173020,173700,174700,174300,173890,174230,174560,175930,176830,177790,179100,179390,179940,178883
Scotland,S12000018,Inverclyde,85840,85300,84660,84150,83730,83300,82690,82680,82320,82110,82000,81670,81510,81220,80690,80340,79890,79500,79160,78760,78150,77800,77060,76700,76249
Scotland,S12000050,North Lanarkshire,322180,322160,321390,321180,322520,323700,325400,327140,328740,331160,333280,335160,336280,337720,337890,337780,338000,338260,339390,339960,340180,341370,341140,341400,339394
Scotland,S12000026,Scottish Borders,106040,105810,106250,106950,107530,108390,109450,110250,110860,112200,113360,113590,113700,113880,113720,113880,114040,114030,114530,115020,115270,115510,115240,116020,115338
Scotland,S12000006,Dumfries and Galloway,148740,148230,147540,147780,147670,147860,148700,149620,149770,150370,151010,151160,151100,151410,150840,150280,149960,149670,149520,149200,148790,148860,148290,148790,147916
Scotland,S12000008,East Ayrshire,121000,120550,120120,120310,119920,119850,120210,120280,120440,120950,121600,122110,122410,122690,122730,122430,122130,122060,122200,121940,121840,122010,121600,122020,121303
Scotland,S12000028,South Ayrshire,113320,112850,112290,112160,111690,111550,111840,112030,112100,112380,112610,112490,112600,112980,112920,112870,112530,112400,112470,112680,112550,112610,112140,112450,111789
Scotland,S12000029,South Lanarkshire,303330,302580,302270,302340,302770,303480,305660,306850,308450,310370,311310,312180,313180,313900,314330,314810,315300,316230,317100,318170,319020,320530,320820,322630,320734
Northern Ireland,N09000003,Belfast,338032,334408,332139,328695,328471,327176,326268,325483,325985,327383,330052,331763,333489,333895,334322,335881,337872,340194,341111,341915,343690,345391,344994,344992,348005
Northern Ireland,N09000002,"Armagh City, Banbridge and Craigavon",171085,171114,173114,176014,177357,178954,180828,183933,187196,190505,193603,196203,198202,200298,202560,204072,206141,208339,210924,212635,214887,217069,218162,219127,220271
Northern Ireland,N09000010,"Newry, Mourne and Down",149689,151426,151343,153726,154984,156395,158460,160453,162723,165634,168019,169652,171119,172276,173754,174951,175557,176559,178017,179199,180205,181528,181683,182345,182634
Northern Ireland,N09000011,Ards and North Down,146502,147223,148370,149559,150198,150424,150912,152233,153488,154406,155014,156058,156518,156943,157794,157956,158376,159362,160299,160931,161816,162807,163206,163827,164223
Northern Ireland,N09000005,Derry City and Strabane,142955,144039,144438,143810,144280,144629,145041,145447,145855,146742,147496,148053,148148,148191,148666,148721,149307,149589,150259,150589,150712,151236,150831,150834,150836
Northern Ireland,N09000009,Mid Ulster,117018,117496,117892,119112,120214,121324,122645,124885,127662,131088,133595,135408,137221,139011,140466,141551,143217,144404,145874,147002,148028,149230,149747,150598,151001
Northern Ireland,N09000004,Causeway Coast and Glens,129269,129486,130248,131374,132827,134152,135209,136340,137438,138375,139004,139616,140107,140907,141147,141100,141453,142052,142158,142296,142404,142776,142507,141664,141316
Northern Ireland,N09000001,Antrim and Newtownabbey,128040,128388,128800,128760,129502,130356,131067,132350,133216,134756,136122,137422,138044,138651,139397,140042,140682,141364,142138,142996,143952,145152,145563,145852,146148
Northern Ireland,N09000007,Lisburn and Castlereagh,124733,124346,124560,124585,124757,125001,125764,127043,128185,129179,130584,132386,133909,135280,136498,137201,139186,140938,142088,143737,145644,147467,148102,149272,149915
Northern Ireland,N09000008,Mid and East Antrim,125798,126135,126956,127452,128281,129181,129925,130980,132021,133270,134169,134774,135157,135365,135837,135983,136610,137085,137718,138019,138592,139066,139134,139127,139200
Northern Ireland,N09000006,Fermanagh and Omagh,104648,104945,105084,105751,106663,107332,107923,108586,109344,110345,111494,111998,112919,113501,114162,114219,114785,115057,115456,115859,116329,116797,116594,116926,116994
